"","ProcessGroup","Metric","Units","Value","StdDev","NumProcesses","NumProcessesReporting","FracProcessesReporting","PercentStdDev"
"1","Ion Exchange/Adsorption","Energy consumption for N removal",NA,NA,NA,7,0,0,NA
"2","Ion Exchange/Adsorption","Energy consumption for N recovery","MJ/kg N",116,0,7,1,0.142857142857143,0
"3","Ion Exchange/Adsorption","Energy consumption for P removal",NA,NA,NA,7,0,0,NA
"4","Ion Exchange/Adsorption","Energy consumption for P recovery",NA,NA,NA,7,0,0,NA
"5","Ion Exchange/Adsorption","Cost for N removal",NA,NA,NA,7,0,0,NA
"6","Ion Exchange/Adsorption","Cost for N recovery",NA,NA,NA,7,0,0,NA
"7","Ion Exchange/Adsorption","Cost for P removal",NA,NA,NA,7,0,0,NA
"8","Ion Exchange/Adsorption","Cost for P recovery","$/kg P",11.1,2.53151890927262,7,1,0.142857142857143,22.8064766601137
"9","Ion Exchange/Adsorption","GHG emissions for N removal",NA,NA,NA,7,0,0,NA
"10","Ion Exchange/Adsorption","GHG emissions for N recovery",NA,NA,NA,7,0,0,NA
"11","Ion Exchange/Adsorption","GHG emissions for P removal",NA,NA,NA,7,0,0,NA
"12","Ion Exchange/Adsorption","GHG emissions for P recovery",NA,NA,NA,7,0,0,NA
"13","Ion Exchange/Adsorption","Effluent P concentration",NA,NA,NA,7,0,0,NA
"14","Ion Exchange/Adsorption","Effluent TP concentration","mg/L P",2.30916666666667,2.6467279863566,7,2,0.285714285714286,114.618317705807
"15","Ion Exchange/Adsorption","Effluent PO4 concentration","mg/L P",1.798,1.646185206574,7,2,0.285714285714286,91.5564631020021
"16","Ion Exchange/Adsorption","Effluent N concentration",NA,NA,NA,7,0,0,NA
"17","Ion Exchange/Adsorption","Effluent NO3 concentration",NA,NA,NA,7,0,0,NA
"18","Ion Exchange/Adsorption","Effluent NO2 concentration",NA,NA,NA,7,0,0,NA
"19","Ion Exchange/Adsorption","Effluent TN concentration",NA,NA,NA,7,0,0,NA
"20","Ion Exchange/Adsorption","Effluent TKN concentration",NA,NA,NA,7,0,0,NA
"21","Ion Exchange/Adsorption","Effluent TIN concentration","mg/L N",10.7,2.29737709528233,7,1,0.142857142857143,21.4708139746012
"22","Ion Exchange/Adsorption","Effluent NO2-NO3 concentration",NA,NA,NA,7,0,0,NA
"23","Ion Exchange/Adsorption","Effluent NH3-NH4 concentration","mg/L N",11.15,2.19413196101814,7,1,0.142857142857143,19.6783135517322
"24","Ion Exchange/Adsorption","P removal efficiency","%",62.2526666666667,4.42984841895386,7,2,0.285714285714286,7.11591752795681
"25","Ion Exchange/Adsorption","TP removal efficiency",NA,NA,NA,7,0,0,NA
"26","Ion Exchange/Adsorption","PO4 removal efficiency","%",72.2333333333333,23.6579102561694,7,3,0.428571428571429,32.7520677288917
"27","Ion Exchange/Adsorption","N removal efficiency","%",46.7988888888889,3.00532610045795,7,1,0.142857142857143,6.42178943092702
"28","Ion Exchange/Adsorption","TIN removal efficiency",NA,NA,NA,7,0,0,NA
"29","Ion Exchange/Adsorption","TN removal efficiency",NA,NA,NA,7,0,0,NA
"30","Ion Exchange/Adsorption","TKN removal efficiency",NA,NA,NA,7,0,0,NA
"31","Ion Exchange/Adsorption","NO2 removal efficiency",NA,NA,NA,7,0,0,NA
"32","Ion Exchange/Adsorption","NO3 removal efficiency",NA,NA,NA,7,0,0,NA
"33","Ion Exchange/Adsorption","NO2-NO3 removal efficiency",NA,NA,NA,7,0,0,NA
"34","Ion Exchange/Adsorption","NH3-NH4 removal efficiency",NA,NA,NA,7,0,0,NA
"35","Ion Exchange/Adsorption","P recovery efficiency","%",95,0,7,1,0.142857142857143,0
"36","Ion Exchange/Adsorption","TP recovery efficiency",NA,NA,NA,7,0,0,NA
"37","Ion Exchange/Adsorption","PO4 recovery efficiency","%",82,0,7,1,0.142857142857143,0
"38","Ion Exchange/Adsorption","N recovery efficiency",NA,NA,NA,7,0,0,NA
"39","Ion Exchange/Adsorption","TIN recovery efficiency",NA,NA,NA,7,0,0,NA
"40","Ion Exchange/Adsorption","TN recovery efficiency",NA,NA,NA,7,0,0,NA
"41","Ion Exchange/Adsorption","TKN recovery efficiency",NA,NA,NA,7,0,0,NA
"42","Ion Exchange/Adsorption","NO2 recovery efficiency",NA,NA,NA,7,0,0,NA
"43","Ion Exchange/Adsorption","NO3 recovery efficiency",NA,NA,NA,7,0,0,NA
"44","Ion Exchange/Adsorption","NO2-NO3 recovery efficiency",NA,NA,NA,7,0,0,NA
"45","Ion Exchange/Adsorption","NH3-NH4 recovery efficiency",NA,NA,NA,7,0,0,NA
"46","Ion Exchange/Adsorption","P removal rate","kg P/m^3/d",NA,NA,7,2,0.285714285714286,NA
"47","Ion Exchange/Adsorption","TP removal rate",NA,NA,NA,7,0,0,NA
"48","Ion Exchange/Adsorption","PO4 removal rate",NA,NA,NA,7,0,0,NA
"49","Ion Exchange/Adsorption","N removal rate",NA,NA,NA,7,0,0,NA
"50","Ion Exchange/Adsorption","TIN removal rate",NA,NA,NA,7,0,0,NA
"51","Ion Exchange/Adsorption","TN removal rate",NA,NA,NA,7,0,0,NA
"52","Ion Exchange/Adsorption","TKN removal rate",NA,NA,NA,7,0,0,NA
"53","Ion Exchange/Adsorption","NO2 removal rate",NA,NA,NA,7,0,0,NA
"54","Ion Exchange/Adsorption","NO3 removal rate",NA,NA,NA,7,0,0,NA
"55","Ion Exchange/Adsorption","NO2-NO3 removal rate",NA,NA,NA,7,0,0,NA
"56","Ion Exchange/Adsorption","NH3-NH4 removal rate",NA,NA,NA,7,0,0,NA
"57","Ion Exchange/Adsorption","N removal rate (bio)",NA,NA,NA,7,0,0,NA
"58","Ion Exchange/Adsorption","P recovery rate",NA,NA,NA,7,0,0,NA
"59","Ion Exchange/Adsorption","TP recovery rate",NA,NA,NA,7,0,0,NA
"60","Ion Exchange/Adsorption","PO4 recovery rate",NA,NA,NA,7,0,0,NA
"61","Ion Exchange/Adsorption","N recovery rate",NA,NA,NA,7,0,0,NA
"62","Ion Exchange/Adsorption","TIN recovery rate",NA,NA,NA,7,0,0,NA
"63","Ion Exchange/Adsorption","TN recovery rate",NA,NA,NA,7,0,0,NA
"64","Ion Exchange/Adsorption","TKN recovery rate",NA,NA,NA,7,0,0,NA
"65","Ion Exchange/Adsorption","NO2 recovery rate",NA,NA,NA,7,0,0,NA
"66","Ion Exchange/Adsorption","NO3 recovery rate",NA,NA,NA,7,0,0,NA
"67","Ion Exchange/Adsorption","NO2-NO3 recovery rate",NA,NA,NA,7,0,0,NA
"68","Ion Exchange/Adsorption","NH3-NH4 recovery rate",NA,NA,NA,7,0,0,NA
"69","Ion Exchange/Adsorption","N recovery rate (bio)",NA,NA,NA,7,0,0,NA
"70","Ion Exchange/Adsorption","P removal flux",NA,NA,NA,7,0,0,NA
"71","Ion Exchange/Adsorption","TP removal flux",NA,NA,NA,7,0,0,NA
"72","Ion Exchange/Adsorption","PO4 removal flux",NA,NA,NA,7,0,0,NA
"73","Ion Exchange/Adsorption","N removal flux",NA,NA,NA,7,0,0,NA
"74","Ion Exchange/Adsorption","TIN removal flux",NA,NA,NA,7,0,0,NA
"75","Ion Exchange/Adsorption","TN removal flux",NA,NA,NA,7,0,0,NA
"76","Ion Exchange/Adsorption","TKN removal flux",NA,NA,NA,7,0,0,NA
"77","Ion Exchange/Adsorption","NO2 removal flux",NA,NA,NA,7,0,0,NA
"78","Ion Exchange/Adsorption","NO3 removal flux",NA,NA,NA,7,0,0,NA
"79","Ion Exchange/Adsorption","NO2-NO3 removal flux",NA,NA,NA,7,0,0,NA
"80","Ion Exchange/Adsorption","NH3-NH4 removal flux ",NA,NA,NA,7,0,0,NA
"81","Ion Exchange/Adsorption","P recovery flux",NA,NA,NA,7,0,0,NA
"82","Ion Exchange/Adsorption","TP recovery flux",NA,NA,NA,7,0,0,NA
"83","Ion Exchange/Adsorption","PO4 recovery flux",NA,NA,NA,7,0,0,NA
"84","Ion Exchange/Adsorption","N recovery flux",NA,NA,NA,7,0,0,NA
"85","Ion Exchange/Adsorption","TIN recovery flux",NA,NA,NA,7,0,0,NA
"86","Ion Exchange/Adsorption","TN recovery flux",NA,NA,NA,7,0,0,NA
"87","Ion Exchange/Adsorption","TKN recovery flux",NA,NA,NA,7,0,0,NA
"88","Ion Exchange/Adsorption","NO2 recovery flux",NA,NA,NA,7,0,0,NA
"89","Ion Exchange/Adsorption","NO3 recovery flux",NA,NA,NA,7,0,0,NA
"90","Ion Exchange/Adsorption","NO2-NO3 recovery flux",NA,NA,NA,7,0,0,NA
"91","Ion Exchange/Adsorption","NH3-NH4 recovery flux",NA,NA,NA,7,0,0,NA
"92","Oxidation Processes","Energy consumption for N removal","MJ/kg N",750.27,450.730076513215,9,3,0.333333333333333,60.0757162772355
"93","Oxidation Processes","Energy consumption for N recovery",NA,NA,NA,9,0,0,NA
"94","Oxidation Processes","Energy consumption for P removal",NA,NA,NA,9,0,0,NA
"95","Oxidation Processes","Energy consumption for P recovery",NA,NA,NA,9,0,0,NA
"96","Oxidation Processes","Cost for N removal",NA,NA,NA,9,0,0,NA
"97","Oxidation Processes","Cost for N recovery",NA,NA,NA,9,0,0,NA
"98","Oxidation Processes","Cost for P removal",NA,NA,NA,9,0,0,NA
"99","Oxidation Processes","Cost for P recovery",NA,NA,NA,9,0,0,NA
"100","Oxidation Processes","GHG emissions for N removal",NA,NA,NA,9,0,0,NA
"101","Oxidation Processes","GHG emissions for N recovery",NA,NA,NA,9,0,0,NA
"102","Oxidation Processes","GHG emissions for P removal",NA,NA,NA,9,0,0,NA
"103","Oxidation Processes","GHG emissions for P recovery",NA,NA,NA,9,0,0,NA
"104","Oxidation Processes","Effluent P concentration",NA,NA,NA,9,0,0,NA
"105","Oxidation Processes","Effluent TP concentration",NA,NA,NA,9,0,0,NA
"106","Oxidation Processes","Effluent PO4 concentration","mg/L P",0.195658903627829,0,9,1,0.111111111111111,0
"107","Oxidation Processes","Effluent N concentration",NA,NA,NA,9,0,0,NA
"108","Oxidation Processes","Effluent NO3 concentration","mg/L N",12.5717718142706,19.0237575771204,9,3,0.333333333333333,151.321212778663
"109","Oxidation Processes","Effluent NO2 concentration","mg/L N",0.702876498931276,0.4934307906613,9,3,0.333333333333333,70.2016344850855
"110","Oxidation Processes","Effluent TN concentration","mg/L N",14.18,0,9,1,0.111111111111111,0
"111","Oxidation Processes","Effluent TKN concentration",NA,NA,NA,9,0,0,NA
"112","Oxidation Processes","Effluent TIN concentration",NA,NA,NA,9,0,0,NA
"113","Oxidation Processes","Effluent NO2-NO3 concentration",NA,NA,NA,9,0,0,NA
"114","Oxidation Processes","Effluent NH3-NH4 concentration","mg/L N",7.94287689173458,10.2276560384111,9,4,0.444444444444444,128.765133563307
"115","Oxidation Processes","P removal efficiency",NA,NA,NA,9,0,0,NA
"116","Oxidation Processes","TP removal efficiency",NA,NA,NA,9,0,0,NA
"117","Oxidation Processes","PO4 removal efficiency",NA,NA,NA,9,0,0,NA
"118","Oxidation Processes","N removal efficiency",NA,NA,NA,9,0,0,NA
"119","Oxidation Processes","TIN removal efficiency",NA,NA,NA,9,0,0,NA
"120","Oxidation Processes","TN removal efficiency","%",96.775,1.49169674208148,9,1,0.111111111111111,1.54140712175818
"121","Oxidation Processes","TKN removal efficiency",NA,NA,NA,9,0,0,NA
"122","Oxidation Processes","NO2 removal efficiency","%",100,0,9,1,0.111111111111111,0
"123","Oxidation Processes","NO3 removal efficiency","%",36,0,9,1,0.111111111111111,0
"124","Oxidation Processes","NO2-NO3 removal efficiency",NA,NA,NA,9,0,0,NA
"125","Oxidation Processes","NH3-NH4 removal efficiency","%",60.4422549019608,27.3441256672493,9,3,0.333333333333333,45.2400819784145
"126","Oxidation Processes","P recovery efficiency",NA,NA,NA,9,0,0,NA
"127","Oxidation Processes","TP recovery efficiency",NA,NA,NA,9,0,0,NA
"128","Oxidation Processes","PO4 recovery efficiency",NA,NA,NA,9,0,0,NA
"129","Oxidation Processes","N recovery efficiency",NA,NA,NA,9,0,0,NA
"130","Oxidation Processes","TIN recovery efficiency",NA,NA,NA,9,0,0,NA
"131","Oxidation Processes","TN recovery efficiency",NA,NA,NA,9,0,0,NA
"132","Oxidation Processes","TKN recovery efficiency",NA,NA,NA,9,0,0,NA
"133","Oxidation Processes","NO2 recovery efficiency",NA,NA,NA,9,0,0,NA
"134","Oxidation Processes","NO3 recovery efficiency",NA,NA,NA,9,0,0,NA
"135","Oxidation Processes","NO2-NO3 recovery efficiency",NA,NA,NA,9,0,0,NA
"136","Oxidation Processes","NH3-NH4 recovery efficiency",NA,NA,NA,9,0,0,NA
"137","Oxidation Processes","P removal rate",NA,NA,NA,9,0,0,NA
"138","Oxidation Processes","TP removal rate",NA,NA,NA,9,0,0,NA
"139","Oxidation Processes","PO4 removal rate",NA,NA,NA,9,0,0,NA
"140","Oxidation Processes","N removal rate",NA,NA,NA,9,0,0,NA
"141","Oxidation Processes","TIN removal rate",NA,NA,NA,9,0,0,NA
"142","Oxidation Processes","TN removal rate",NA,NA,NA,9,0,0,NA
"143","Oxidation Processes","TKN removal rate",NA,NA,NA,9,0,0,NA
"144","Oxidation Processes","NO2 removal rate",NA,NA,NA,9,0,0,NA
"145","Oxidation Processes","NO3 removal rate",NA,NA,NA,9,0,0,NA
"146","Oxidation Processes","NO2-NO3 removal rate",NA,NA,NA,9,0,0,NA
"147","Oxidation Processes","NH3-NH4 removal rate","kg N/m^3/d",NA,NA,9,2,0.222222222222222,NA
"148","Oxidation Processes","N removal rate (bio)",NA,NA,NA,9,0,0,NA
"149","Oxidation Processes","P recovery rate",NA,NA,NA,9,0,0,NA
"150","Oxidation Processes","TP recovery rate",NA,NA,NA,9,0,0,NA
"151","Oxidation Processes","PO4 recovery rate",NA,NA,NA,9,0,0,NA
"152","Oxidation Processes","N recovery rate",NA,NA,NA,9,0,0,NA
"153","Oxidation Processes","TIN recovery rate",NA,NA,NA,9,0,0,NA
"154","Oxidation Processes","TN recovery rate",NA,NA,NA,9,0,0,NA
"155","Oxidation Processes","TKN recovery rate",NA,NA,NA,9,0,0,NA
"156","Oxidation Processes","NO2 recovery rate",NA,NA,NA,9,0,0,NA
"157","Oxidation Processes","NO3 recovery rate",NA,NA,NA,9,0,0,NA
"158","Oxidation Processes","NO2-NO3 recovery rate",NA,NA,NA,9,0,0,NA
"159","Oxidation Processes","NH3-NH4 recovery rate",NA,NA,NA,9,0,0,NA
"160","Oxidation Processes","N recovery rate (bio)",NA,NA,NA,9,0,0,NA
"161","Oxidation Processes","P removal flux",NA,NA,NA,9,0,0,NA
"162","Oxidation Processes","TP removal flux",NA,NA,NA,9,0,0,NA
"163","Oxidation Processes","PO4 removal flux",NA,NA,NA,9,0,0,NA
"164","Oxidation Processes","N removal flux",NA,NA,NA,9,0,0,NA
"165","Oxidation Processes","TIN removal flux",NA,NA,NA,9,0,0,NA
"166","Oxidation Processes","TN removal flux",NA,NA,NA,9,0,0,NA
"167","Oxidation Processes","TKN removal flux",NA,NA,NA,9,0,0,NA
"168","Oxidation Processes","NO2 removal flux",NA,NA,NA,9,0,0,NA
"169","Oxidation Processes","NO3 removal flux",NA,NA,NA,9,0,0,NA
"170","Oxidation Processes","NO2-NO3 removal flux",NA,NA,NA,9,0,0,NA
"171","Oxidation Processes","NH3-NH4 removal flux ",NA,NA,NA,9,0,0,NA
"172","Oxidation Processes","P recovery flux",NA,NA,NA,9,0,0,NA
"173","Oxidation Processes","TP recovery flux",NA,NA,NA,9,0,0,NA
"174","Oxidation Processes","PO4 recovery flux",NA,NA,NA,9,0,0,NA
"175","Oxidation Processes","N recovery flux",NA,NA,NA,9,0,0,NA
"176","Oxidation Processes","TIN recovery flux",NA,NA,NA,9,0,0,NA
"177","Oxidation Processes","TN recovery flux",NA,NA,NA,9,0,0,NA
"178","Oxidation Processes","TKN recovery flux",NA,NA,NA,9,0,0,NA
"179","Oxidation Processes","NO2 recovery flux",NA,NA,NA,9,0,0,NA
"180","Oxidation Processes","NO3 recovery flux",NA,NA,NA,9,0,0,NA
"181","Oxidation Processes","NO2-NO3 recovery flux",NA,NA,NA,9,0,0,NA
"182","Oxidation Processes","NH3-NH4 recovery flux",NA,NA,NA,9,0,0,NA
"183","Conventional EBPR","Energy consumption for N removal",NA,NA,NA,9,0,0,NA
"184","Conventional EBPR","Energy consumption for N recovery",NA,NA,NA,9,0,0,NA
"185","Conventional EBPR","Energy consumption for P removal",NA,NA,NA,9,0,0,NA
"186","Conventional EBPR","Energy consumption for P recovery",NA,NA,NA,9,0,0,NA
"187","Conventional EBPR","Cost for N removal",NA,NA,NA,9,0,0,NA
"188","Conventional EBPR","Cost for N recovery",NA,NA,NA,9,0,0,NA
"189","Conventional EBPR","Cost for P removal",NA,NA,NA,9,0,0,NA
"190","Conventional EBPR","Cost for P recovery",NA,NA,NA,9,0,0,NA
"191","Conventional EBPR","GHG emissions for N removal",NA,NA,NA,9,0,0,NA
"192","Conventional EBPR","GHG emissions for N recovery",NA,NA,NA,9,0,0,NA
"193","Conventional EBPR","GHG emissions for P removal",NA,NA,NA,9,0,0,NA
"194","Conventional EBPR","GHG emissions for P recovery",NA,NA,NA,9,0,0,NA
"195","Conventional EBPR","Effluent P concentration","mg/L P",5.81529603649099,5.34265726835765,9,4,0.444444444444444,91.8724899787127
"196","Conventional EBPR","Effluent TP concentration","mg/L P",0.544444444444445,0.504153229646021,9,3,0.333333333333333,92.5995727921263
"197","Conventional EBPR","Effluent PO4 concentration","mg/L P",0.613413672640829,0.746485242115685,9,6,0.666666666666667,121.693609942205
"198","Conventional EBPR","Effluent N concentration",NA,NA,NA,9,0,0,NA
"199","Conventional EBPR","Effluent NO3 concentration","mg/L N",7.06571945926854,5.66218182702489,9,2,0.222222222222222,80.1359558593492
"200","Conventional EBPR","Effluent NO2 concentration","mg/L N",0.0828236061297685,0.387503682272008,9,2,0.222222222222222,467.8662284577
"201","Conventional EBPR","Effluent TN concentration","mg/L N",NA,NA,9,3,0.333333333333333,NA
"202","Conventional EBPR","Effluent TKN concentration","mg/L N",2.275,1.26730479171569,9,1,0.111111111111111,55.7057051303602
"203","Conventional EBPR","Effluent TIN concentration",NA,NA,NA,9,0,0,NA
"204","Conventional EBPR","Effluent NO2-NO3 concentration","mg/L N",5.56388888888889,2.74104467377463,9,3,0.333333333333333,49.2649067677917
"205","Conventional EBPR","Effluent NH3-NH4 concentration","mg/L N",1.81422023859935,1.69832846409875,9,6,0.666666666666667,93.612033862544
"206","Conventional EBPR","P removal efficiency","%",56.125,10.7564777373144,9,2,0.222222222222222,19.1652164584667
"207","Conventional EBPR","TP removal efficiency","%",91.4166666666667,0.978362834402619,9,2,0.222222222222222,1.07022370217242
"208","Conventional EBPR","PO4 removal efficiency","%",93.0666666666667,5.84513555473671,9,5,0.555555555555556,6.28058977944489
"209","Conventional EBPR","N removal efficiency","%",74.7166666666667,15.1733429245655,9,3,0.333333333333333,20.3078424152114
"210","Conventional EBPR","TIN removal efficiency",NA,NA,NA,9,0,0,NA
"211","Conventional EBPR","TN removal efficiency","%",74.6166666666667,7.43027851897509,9,6,0.666666666666667,9.95793413309148
"212","Conventional EBPR","TKN removal efficiency","%",96,0,9,1,0.111111111111111,0
"213","Conventional EBPR","NO2 removal efficiency",NA,NA,NA,9,0,0,NA
"214","Conventional EBPR","NO3 removal efficiency",NA,NA,NA,9,0,0,NA
"215","Conventional EBPR","NO2-NO3 removal efficiency",NA,NA,NA,9,0,0,NA
"216","Conventional EBPR","NH3-NH4 removal efficiency","%",96.4,1.2432228611891,9,2,0.222222222222222,1.28965027094305
"217","Conventional EBPR","P recovery efficiency",NA,NA,NA,9,0,0,NA
"218","Conventional EBPR","TP recovery efficiency",NA,NA,NA,9,0,0,NA
"219","Conventional EBPR","PO4 recovery efficiency","%",51.6666666666667,1.77727828277324,9,1,0.111111111111111,3.43989345052886
"220","Conventional EBPR","N recovery efficiency",NA,NA,NA,9,0,0,NA
"221","Conventional EBPR","TIN recovery efficiency",NA,NA,NA,9,0,0,NA
"222","Conventional EBPR","TN recovery efficiency",NA,NA,NA,9,0,0,NA
"223","Conventional EBPR","TKN recovery efficiency",NA,NA,NA,9,0,0,NA
"224","Conventional EBPR","NO2 recovery efficiency",NA,NA,NA,9,0,0,NA
"225","Conventional EBPR","NO3 recovery efficiency",NA,NA,NA,9,0,0,NA
"226","Conventional EBPR","NO2-NO3 recovery efficiency",NA,NA,NA,9,0,0,NA
"227","Conventional EBPR","NH3-NH4 recovery efficiency",NA,NA,NA,9,0,0,NA
"228","Conventional EBPR","P removal rate",NA,NA,NA,9,0,0,NA
"229","Conventional EBPR","TP removal rate",NA,NA,NA,9,0,0,NA
"230","Conventional EBPR","PO4 removal rate",NA,NA,NA,9,0,0,NA
"231","Conventional EBPR","N removal rate",NA,NA,NA,9,0,0,NA
"232","Conventional EBPR","TIN removal rate",NA,NA,NA,9,0,0,NA
"233","Conventional EBPR","TN removal rate",NA,NA,NA,9,0,0,NA
"234","Conventional EBPR","TKN removal rate",NA,NA,NA,9,0,0,NA
"235","Conventional EBPR","NO2 removal rate",NA,NA,NA,9,0,0,NA
"236","Conventional EBPR","NO3 removal rate",NA,NA,NA,9,0,0,NA
"237","Conventional EBPR","NO2-NO3 removal rate",NA,NA,NA,9,0,0,NA
"238","Conventional EBPR","NH3-NH4 removal rate",NA,NA,NA,9,0,0,NA
"239","Conventional EBPR","N removal rate (bio)",NA,NA,NA,9,0,0,NA
"240","Conventional EBPR","P recovery rate",NA,NA,NA,9,0,0,NA
"241","Conventional EBPR","TP recovery rate",NA,NA,NA,9,0,0,NA
"242","Conventional EBPR","PO4 recovery rate",NA,NA,NA,9,0,0,NA
"243","Conventional EBPR","N recovery rate",NA,NA,NA,9,0,0,NA
"244","Conventional EBPR","TIN recovery rate",NA,NA,NA,9,0,0,NA
"245","Conventional EBPR","TN recovery rate",NA,NA,NA,9,0,0,NA
"246","Conventional EBPR","TKN recovery rate",NA,NA,NA,9,0,0,NA
"247","Conventional EBPR","NO2 recovery rate",NA,NA,NA,9,0,0,NA
"248","Conventional EBPR","NO3 recovery rate",NA,NA,NA,9,0,0,NA
"249","Conventional EBPR","NO2-NO3 recovery rate",NA,NA,NA,9,0,0,NA
"250","Conventional EBPR","NH3-NH4 recovery rate",NA,NA,NA,9,0,0,NA
"251","Conventional EBPR","N recovery rate (bio)",NA,NA,NA,9,0,0,NA
"252","Conventional EBPR","P removal flux",NA,NA,NA,9,0,0,NA
"253","Conventional EBPR","TP removal flux",NA,NA,NA,9,0,0,NA
"254","Conventional EBPR","PO4 removal flux",NA,NA,NA,9,0,0,NA
"255","Conventional EBPR","N removal flux",NA,NA,NA,9,0,0,NA
"256","Conventional EBPR","TIN removal flux",NA,NA,NA,9,0,0,NA
"257","Conventional EBPR","TN removal flux",NA,NA,NA,9,0,0,NA
"258","Conventional EBPR","TKN removal flux",NA,NA,NA,9,0,0,NA
"259","Conventional EBPR","NO2 removal flux",NA,NA,NA,9,0,0,NA
"260","Conventional EBPR","NO3 removal flux",NA,NA,NA,9,0,0,NA
"261","Conventional EBPR","NO2-NO3 removal flux",NA,NA,NA,9,0,0,NA
"262","Conventional EBPR","NH3-NH4 removal flux ",NA,NA,NA,9,0,0,NA
"263","Conventional EBPR","P recovery flux",NA,NA,NA,9,0,0,NA
"264","Conventional EBPR","TP recovery flux",NA,NA,NA,9,0,0,NA
"265","Conventional EBPR","PO4 recovery flux",NA,NA,NA,9,0,0,NA
"266","Conventional EBPR","N recovery flux",NA,NA,NA,9,0,0,NA
"267","Conventional EBPR","TIN recovery flux",NA,NA,NA,9,0,0,NA
"268","Conventional EBPR","TN recovery flux",NA,NA,NA,9,0,0,NA
"269","Conventional EBPR","TKN recovery flux",NA,NA,NA,9,0,0,NA
"270","Conventional EBPR","NO2 recovery flux",NA,NA,NA,9,0,0,NA
"271","Conventional EBPR","NO3 recovery flux",NA,NA,NA,9,0,0,NA
"272","Conventional EBPR","NO2-NO3 recovery flux",NA,NA,NA,9,0,0,NA
"273","Conventional EBPR","NH3-NH4 recovery flux",NA,NA,NA,9,0,0,NA
"274","Microbial Fuel Cell","Energy consumption for N removal","MJ/kg N",-7.45341614906832,2.17908094562022,18,1,0.0555555555555556,-29.2360026870713
"275","Microbial Fuel Cell","Energy consumption for N recovery","MJ/kg N",3.22514285714286,7.9814433179606,18,2,0.111111111111111,247.475652133789
"276","Microbial Fuel Cell","Energy consumption for P removal",NA,NA,NA,18,0,0,NA
"277","Microbial Fuel Cell","Energy consumption for P recovery",NA,NA,NA,18,0,0,NA
"278","Microbial Fuel Cell","Cost for N removal",NA,NA,NA,18,0,0,NA
"279","Microbial Fuel Cell","Cost for N recovery",NA,NA,NA,18,0,0,NA
"280","Microbial Fuel Cell","Cost for P removal",NA,NA,NA,18,0,0,NA
"281","Microbial Fuel Cell","Cost for P recovery","$/kg P",1230.10078624475,33.1174129975534,18,1,0.0555555555555556,2.69225199820042
"282","Microbial Fuel Cell","GHG emissions for N removal",NA,NA,NA,18,0,0,NA
"283","Microbial Fuel Cell","GHG emissions for N recovery",NA,NA,NA,18,0,0,NA
"284","Microbial Fuel Cell","GHG emissions for P removal",NA,NA,NA,18,0,0,NA
"285","Microbial Fuel Cell","GHG emissions for P recovery",NA,NA,NA,18,0,0,NA
"286","Microbial Fuel Cell","Effluent P concentration",NA,NA,NA,18,0,0,NA
"287","Microbial Fuel Cell","Effluent TP concentration","mg/L P",2.22,2.47019567376082,18,2,0.111111111111111,111.270075394631
"288","Microbial Fuel Cell","Effluent PO4 concentration",NA,NA,NA,18,0,0,NA
"289","Microbial Fuel Cell","Effluent N concentration",NA,NA,NA,18,0,0,NA
"290","Microbial Fuel Cell","Effluent NO3 concentration","mg/L N",17.65,2.20512849879209,18,2,0.111111111111111,12.4936458855076
"291","Microbial Fuel Cell","Effluent NO2 concentration","mg/L N",0.9,1,18,1,0.0555555555555556,111.111111111111
"292","Microbial Fuel Cell","Effluent TN concentration","mg/L N",0.895,0,18,1,0.0555555555555556,0
"293","Microbial Fuel Cell","Effluent TKN concentration",NA,NA,NA,18,0,0,NA
"294","Microbial Fuel Cell","Effluent TIN concentration",NA,NA,NA,18,0,0,NA
"295","Microbial Fuel Cell","Effluent NO2-NO3 concentration",NA,NA,NA,18,0,0,NA
"296","Microbial Fuel Cell","Effluent NH3-NH4 concentration","mg/L N",25.1572222222222,39.3378794215116,18,6,0.333333333333333,156.368135853898
"297","Microbial Fuel Cell","P removal efficiency","%",20,0,18,1,0.0555555555555556,0
"298","Microbial Fuel Cell","TP removal efficiency","%",75,5.54774069266263,18,1,0.0555555555555556,7.39698759021683
"299","Microbial Fuel Cell","PO4 removal efficiency","%",90.65,9.64174949546674,18,2,0.111111111111111,10.6362377225226
"300","Microbial Fuel Cell","N removal efficiency",NA,NA,NA,18,0,0,NA
"301","Microbial Fuel Cell","TIN removal efficiency","%",28.5,9.07265691017439,18,2,0.111111111111111,31.8338838953488
"302","Microbial Fuel Cell","TN removal efficiency","%",68.252380952381,23.1510045404329,18,7,0.388888888888889,33.9197024592961
"303","Microbial Fuel Cell","TKN removal efficiency",NA,NA,NA,18,0,0,NA
"304","Microbial Fuel Cell","NO2 removal efficiency",NA,NA,NA,18,0,0,NA
"305","Microbial Fuel Cell","NO3 removal efficiency",NA,NA,NA,18,0,0,NA
"306","Microbial Fuel Cell","NO2-NO3 removal efficiency",NA,NA,NA,18,0,0,NA
"307","Microbial Fuel Cell","NH3-NH4 removal efficiency","%",71.7935714285714,19.2618761422002,18,10,0.555555555555556,26.8295277124695
"308","Microbial Fuel Cell","P recovery efficiency",NA,NA,NA,18,0,0,NA
"309","Microbial Fuel Cell","TP recovery efficiency",NA,NA,NA,18,0,0,NA
